rm_item_desc;date;amount_rs_crore;prompts_time_1;sequence
RM1) Reserve Money (Liabilities/Components) ;9/27/2002;338272;9/27/2002;1154
RM1) Reserve Money (Liabilities/Components) ;10/4/2002;334560;10/4/2002;1154
RM1) Reserve Money (Liabilities/Components) ;10/11/2002;338104;10/11/2002;1154
RM1) Reserve Money (Liabilities/Components) ;10/18/2002;335802;10/18/2002;1154
RM1) Reserve Money (Liabilities/Components) ;10/25/2002;339162;10/25/2002;1154
RM1) Reserve Money (Liabilities/Components) ;11/1/2002;356267;11/1/2002;1154
RM1) Reserve Money (Liabilities/Components) ;11/8/2002;344618;11/8/2002;1154
RM1) Reserve Money (Liabilities/Components) ;11/15/2002;350550;11/15/2002;1154
RM1) Reserve Money (Liabilities/Components) ;11/22/2002;343271;11/22/2002;1154
RM1) Reserve Money (Liabilities/Components) ;11/29/2002;342605;11/29/2002;1154
RM1.3) Bankers' deposits with RBI ;10/19/2001;75408;10/19/2001;1153
RM1.3) Bankers' deposits with RBI ;10/26/2001;73454;10/26/2001;1153
RM1.3) Bankers' deposits with RBI ;11/2/2001;79894;11/2/2001;1153
RM1.3) Bankers' deposits with RBI ;11/9/2001;64353;11/9/2001;1153
RM1.3) Bankers' deposits with RBI ;11/16/2001;72678;11/16/2001;1153
RM1.3) Bankers' deposits with RBI ;11/23/2001;64633;11/23/2001;1153
RM1.3) Bankers' deposits with RBI ;11/30/2001;76692;11/30/2001;1153
RM1.3) Bankers' deposits with RBI ;12/7/2001;65313;12/7/2001;1153
RM1.3) Bankers' deposits with RBI ;12/14/2001;68934;12/14/2001;1153
RM1.3) Bankers' deposits with RBI ;12/21/2001;67612;12/21/2001;1153
RM1.3) Bankers' deposits with RBI ;12/28/2001;72521;12/28/2001;1153
RM1) Reserve Money (Liabilities/Components) ;12/7/2001;310906;12/7/2001;1154
RM1) Reserve Money (Liabilities/Components) ;12/14/2001;314891;12/14/2001;1154
RM1) Reserve Money (Liabilities/Components) ;12/21/2001;311502;12/21/2001;1154
RM1) Reserve Money (Liabilities/Components) ;12/28/2001;314510;12/28/2001;1154
RM2.1.1) RBI's Claims on - Government (net);9/14/2001;153778;9/14/2001;1156
RM2.1.1) RBI's Claims on - Government (net);9/21/2001;152030;9/21/2001;1156
RM2.1.1) RBI's Claims on - Government (net);9/28/2001;160240;9/28/2001;1156
RM2.1.1) RBI's Claims on - Government (net);10/5/2001;157370;10/5/2001;1156
RM2.1.1) RBI's Claims on - Government (net);10/12/2001;157758;10/12/2001;1156
RM2.1.1) RBI's Claims on - Government (net);10/19/2001;156545;10/19/2001;1156
RM2.1.1) RBI's Claims on - Government (net);10/26/2001;156006;10/26/2001;1156
RM2.1.1) RBI's Claims on - Government (net);11/2/2001;163404;11/2/2001;1156
RM2.1.1) RBI's Claims on - Government (net);11/9/2001;152334;11/9/2001;1156
RM2.1.1) RBI's Claims on - Government (net);11/16/2001;164082;11/16/2001;1156
RM2.1.1) RBI's Claims on - Government (net);11/23/2001;149977;11/23/2001;1156
RM2.1.1) RBI's Claims on - Government (net);11/30/2001;163101;11/30/2001;1156
RM2.1.1) RBI's Claims on - Government (net);12/7/2001;151316;12/7/2001;1156
RM2.1.1) RBI's Claims on - Government (net);12/14/2001;155689;12/14/2001;1156
RM2.1.1) RBI's Claims on - Government (net);12/21/2001;146861;12/21/2001;1156
RM2.1.1) RBI's Claims on - Government (net);12/28/2001;147984;12/28/2001;1156
RM2.1.1.1) RBI's Claims on - Central Govt;9/14/2001;;9/14/2001;1157
RM2.1.1.1) RBI's Claims on - Central Govt;9/21/2001;;9/21/2001;1157
RM2.1.1.1) RBI's Claims on - Central Govt;9/28/2001;;9/28/2001;1157
RM2.1.1.1) RBI's Claims on - Central Govt;10/5/2001;;10/5/2001;1157
RM2.1.1.1) RBI's Claims on - Central Govt;10/12/2001;;10/12/2001;1157
RM2.1.1.1) RBI's Claims on - Central Govt;10/19/2001;;10/19/2001;1157
RM2.1.1.1) RBI's Claims on - Central Govt;10/26/2001;;10/26/2001;1157
RM2.1.1.1) RBI's Claims on - Central Govt;11/2/2001;;11/2/2001;1157
RM2.1.1.1) RBI's Claims on - Central Govt;11/9/2001;;11/9/2001;1157
RM2.1.1.1) RBI's Claims on - Central Govt;11/16/2001;;11/16/2001;1157
RM2.1.1.1) RBI's Claims on - Central Govt;11/23/2001;;11/23/2001;1157
RM2.1.1.1) RBI's Claims on - Central Govt;11/30/2001;;11/30/2001;1157
RM2.1.1.1) RBI's Claims on - Central Govt;12/7/2001;;12/7/2001;1157
RM2.1.1.1) RBI's Claims on - Central Govt;12/14/2001;;12/14/2001;1157
RM2.1.1.1) RBI's Claims on - Central Govt;12/21/2001;;12/21/2001;1157
RM2.1.1.1) RBI's Claims on - Central Govt;12/28/2001;;12/28/2001;1157
RM2.1.2) RBI's Claims on Banks & Commercial sector;9/14/2001;21002;9/14/2001;1158
RM2.1.2) RBI's Claims on Banks & Commercial sector;9/21/2001;21626;9/21/2001;1158
RM2.1.2) RBI's Claims on Banks & Commercial sector;9/28/2001;20224;9/28/2001;1158
RM2.1.2) RBI's Claims on Banks & Commercial sector;10/12/2001;21159;10/12/2001;1158
RM2.1.2) RBI's Claims on Banks & Commercial sector;10/19/2001;22924;10/19/2001;1158
RM2.1.2) RBI's Claims on Banks & Commercial sector;11/2/2001;22780;11/2/2001;1158
RM2.1.2) RBI's Claims on Banks & Commercial sector;11/9/2001;19517;11/9/2001;1158
RM2.1.2) RBI's Claims on Banks & Commercial sector;11/16/2001;18659;11/16/2001;1158
RM2.1.2) RBI's Claims on Banks & Commercial sector;11/23/2001;20519;11/23/2001;1158
RM2.1.2) RBI's Claims on Banks & Commercial sector;11/30/2001;17330;11/30/2001;1158
RM2.1.2) RBI's Claims on Banks & Commercial sector;12/7/2001;21753;12/7/2001;1158
RM2.1.2) RBI's Claims on Banks & Commercial sector;12/14/2001;19347;12/14/2001;1158
RM2.1.2) RBI's Claims on Banks & Commercial sector;12/21/2001;23185;12/21/2001;1158
RM2.1.2) RBI's Claims on Banks & Commercial sector;12/28/2001;25121;12/28/2001;1158
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);9/14/2001;11166;9/14/2001;1159
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);9/21/2001;11124;9/21/2001;1159
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);9/28/2001;10804;9/28/2001;1159
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);10/12/2001;12299;10/12/2001;1159
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);10/19/2001;11890;10/19/2001;1159
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);11/2/2001;12334;11/2/2001;1159
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);11/9/2001;10198;11/9/2001;1159
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);11/16/2001;10841;11/16/2001;1159
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);11/23/2001;11167;11/23/2001;1159
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);11/30/2001;9593;11/30/2001;1159
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);12/7/2001;11817;12/7/2001;1159
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);12/14/2001;10100;12/14/2001;1159
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);12/21/2001;12581;12/21/2001;1159
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);12/28/2001;14292;12/28/2001;1159
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;9/14/2001;9836;9/14/2001;1162
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;9/21/2001;10502;9/21/2001;1162
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;9/28/2001;9420;9/28/2001;1162
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;10/5/2001;7703;10/5/2001;1162
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;10/12/2001;8860;10/12/2001;1162
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;10/19/2001;11034;10/19/2001;1162
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;10/26/2001;10564;10/26/2001;1162
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;11/2/2001;10446;11/2/2001;1162
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;11/9/2001;9319;11/9/2001;1162
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;11/16/2001;7818;11/16/2001;1162
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;11/23/2001;9352;11/23/2001;1162
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;11/30/2001;7737;11/30/2001;1162
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;12/7/2001;9936;12/7/2001;1162
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;12/14/2001;9247;12/14/2001;1162
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;12/21/2001;10604;12/21/2001;1162
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;12/28/2001;10829;12/28/2001;1162
RM2.2) Net foreign exchange assets of RBI ;9/14/2001;215833;9/14/2001;1163
RM2.2) Net foreign exchange assets of RBI ;9/21/2001;214344;9/21/2001;1163
RM2.2) Net foreign exchange assets of RBI ;9/28/2001;214028;9/28/2001;1163
RM2.2) Net foreign exchange assets of RBI ;10/12/2001;216706;10/12/2001;1163
RM2.2) Net foreign exchange assets of RBI ;11/2/2001;218609;11/2/2001;1163
RM2.2) Net foreign exchange assets of RBI ;11/9/2001;222083;11/9/2001;1163
RM2.2) Net foreign exchange assets of RBI ;11/16/2001;223086;11/16/2001;1163
RM2.2) Net foreign exchange assets of RBI ;11/23/2001;223954;11/23/2001;1163
RM2.2) Net foreign exchange assets of RBI ;11/30/2001;224988;11/30/2001;1163
RM2.2) Net foreign exchange assets of RBI ;12/7/2001;225375;12/7/2001;1163
RM2.2) Net foreign exchange assets of RBI ;12/14/2001;228990;12/14/2001;1163
RM2.2) Net foreign exchange assets of RBI ;12/21/2001;229647;12/21/2001;1163
RM2.2) Net foreign exchange assets of RBI ;12/28/2001;232111;12/28/2001;1163
RM2.3) Govt't currency liabilities to the public ;12/7/2001;5993;12/7/2001;1164
RM2.3) Govt't currency liabilities to the public ;12/14/2001;5993;12/14/2001;1164
RM2.3) Govt't currency liabilities to the public ;12/21/2001;5993;12/21/2001;1164
RM2.3) Govt't currency liabilities to the public ;12/28/2001;6077;12/28/2001;1164
RM2.4) Net non-monetary liabilities of RBI ;12/7/2001;93531;12/7/2001;1165
RM2.4) Net non-monetary liabilities of RBI ;12/14/2001;95128;12/14/2001;1165
RM2.4) Net non-monetary liabilities of RBI ;12/21/2001;94184;12/21/2001;1165
RM2.4) Net non-monetary liabilities of RBI ;12/28/2001;96783;12/28/2001;1165
RM1.1) Currency in circulation -Total ;1/4/2002;241182;1/4/2002;1150
RM1.1) Currency in circulation -Total ;1/11/2002;243561;1/11/2002;1150
RM1.1) Currency in circulation -Total ;1/18/2002;243595;1/18/2002;1150
RM1.1) Currency in circulation -Total ;1/25/2002;241564;1/25/2002;1150
RM1.1) Currency in circulation -Total ;2/1/2002;241017;2/1/2002;1150
RM1.1) Currency in circulation -Total ;2/8/2002;246327;2/8/2002;1150
RM1.1) Currency in circulation -Total ;2/15/2002;247949;2/15/2002;1150
RM1.1) Currency in circulation -Total ;2/22/2002;247583;2/22/2002;1150
RM1.1) Currency in circulation -Total ;3/1/2002;247209;3/1/2002;1150
RM1.1) Currency in circulation -Total ;3/8/2002;251853;3/8/2002;1150
RM1.1) Currency in circulation -Total ;3/15/2002;252836;3/15/2002;1150
RM1.1) Currency in circulation -Total ;3/22/2002;251605;3/22/2002;1150
RM1.1) Currency in circulation -Total ;3/29/2002;251519;3/29/2002;1150
RM1.1) Currency in circulation -Total ;4/5/2002;254992;4/5/2002;1150
RM1.1) Currency in circulation -Total ;4/12/2002;260052;4/12/2002;1150
RM1.1) Currency in circulation -Total ;4/19/2002;260992;4/19/2002;1150
RM1.1) Currency in circulation -Total ;4/26/2002;260781;4/26/2002;1150
RM1.1) Currency in circulation -Total ;5/3/2002;264456;5/3/2002;1150
RM1.1) Currency in circulation -Total ;5/10/2002;269553;5/10/2002;1150
RM1.1) Currency in circulation -Total ;5/17/2002;270333;5/17/2002;1150
RM1.1) Currency in circulation -Total ;5/24/2002;269058;5/24/2002;1150
RM1.1) Currency in circulation -Total ;5/31/2002;267324;5/31/2002;1150
RM1.1) Currency in circulation -Total ;6/7/2002;271722;6/7/2002;1150
RM1.1) Currency in circulation -Total ;6/14/2002;271376;6/14/2002;1150
RM1.1) Currency in circulation -Total ;6/21/2002;268480;6/21/2002;1150
RM1.1) Currency in circulation -Total ;6/28/2002;265607;6/28/2002;1150
RM1.1) Currency in circulation -Total ;7/5/2002;267650;7/5/2002;1150
RM1.1) Currency in circulation -Total ;7/12/2002;267900;7/12/2002;1150
RM1.1) Currency in circulation -Total ;7/19/2002;264721;7/19/2002;1150
RM1.1) Currency in circulation -Total ;7/26/2002;260990;7/26/2002;1150
RM1.1) Currency in circulation -Total ;8/2/2002;260087;8/2/2002;1150
RM1.1) Currency in circulation -Total ;8/9/2002;262988;8/9/2002;1150
RM1.1) Currency in circulation -Total ;8/16/2002;262810;8/16/2002;1150
RM1.1) Currency in circulation -Total ;8/23/2002;260622;8/23/2002;1150
RM1.1) Currency in circulation -Total ;8/30/2002;257898;8/30/2002;1150
RM1.1) Currency in circulation -Total ;9/6/2002;261136;9/6/2002;1150
RM1.1) Currency in circulation -Total ;9/13/2002;262192;9/13/2002;1150
RM1.1) Currency in circulation -Total ;9/20/2002;259706;9/20/2002;1150
RM1.1) Currency in circulation -Total ;9/27/2002;256885;9/27/2002;1150
RM1.1) Currency in circulation -Total ;10/4/2002;259132;10/4/2002;1150
RM1.1) Currency in circulation -Total ;10/11/2002;264918;10/11/2002;1150
RM1.1) Currency in circulation -Total ;10/18/2002;265903;10/18/2002;1150
RM1.1) Currency in circulation -Total ;10/25/2002;263661;10/25/2002;1150
RM1.1) Currency in circulation -Total ;11/1/2002;266399;11/1/2002;1150
RM1.1) Currency in circulation -Total ;11/8/2002;275815;11/8/2002;1150
RM1.1) Currency in circulation -Total ;11/15/2002;273914;11/15/2002;1150
RM2.1.2) RBI's Claims on Banks & Commercial sector;8/17/2001;18151;8/17/2001;1158
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);7/19/2002;6672;7/19/2002;1159
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);7/26/2002;6750;7/26/2002;1159
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);8/2/2002;5807;8/2/2002;1159
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);8/9/2002;5724;8/9/2002;1159
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);8/16/2002;5882;8/16/2002;1159
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);8/23/2002;5732;8/23/2002;1159
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);8/30/2002;6241;8/30/2002;1159
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);9/6/2002;6482;9/6/2002;1159
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);9/13/2002;6413;9/13/2002;1159
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);9/20/2002;6430;9/20/2002;1159
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);9/27/2002;6747;9/27/2002;1159
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);10/4/2002;6348;10/4/2002;1159
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);10/11/2002;6762;10/11/2002;1159
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);10/18/2002;6698;10/18/2002;1159
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);10/25/2002;6641;10/25/2002;1159
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);11/1/2002;6520;11/1/2002;1159
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);11/8/2002;6391;11/8/2002;1159
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);11/15/2002;6467;11/15/2002;1159
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);11/22/2002;5991;11/22/2002;1159
RM2.1.2.1) RBI's Claims on Banks (Including NABARD);11/29/2002;6198;11/29/2002;1159
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;1/4/2002;8931;1/4/2002;1162
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;1/11/2002;7609;1/11/2002;1162
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;1/18/2002;8985;1/18/2002;1162
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;1/25/2002;7884;1/25/2002;1162
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;2/1/2002;7909;2/1/2002;1162
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;2/8/2002;8197;2/8/2002;1162
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;2/15/2002;8730;2/15/2002;1162
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;2/22/2002;7836;2/22/2002;1162
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;3/1/2002;9855;3/1/2002;1162
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;3/8/2002;6920;3/8/2002;1162
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;3/15/2002;8839;3/15/2002;1162
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;3/22/2002;6965;3/22/2002;1162
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;3/29/2002;8360;3/29/2002;1162
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;4/5/2002;3197;4/5/2002;1162
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;4/12/2002;3499;4/12/2002;1162
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;4/19/2002;5462;4/19/2002;1162
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;4/26/2002;4423;4/26/2002;1162
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;5/3/2002;5932;5/3/2002;1162
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;5/10/2002;4545;5/10/2002;1162
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;5/17/2002;4956;5/17/2002;1162
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;5/24/2002;4037;5/24/2002;1162
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;5/31/2002;3094;5/31/2002;1162
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;6/7/2002;2993;6/7/2002;1162
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;6/14/2002;2980;6/14/2002;1162
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;6/21/2002;2921;6/21/2002;1162
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;6/28/2002;2919;6/28/2002;1162
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;7/5/2002;2934;7/5/2002;1162
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;7/12/2002;2929;7/12/2002;1162
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;7/19/2002;2926;7/19/2002;1162
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;7/26/2002;2925;7/26/2002;1162
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;8/2/2002;2916;8/2/2002;1162
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;8/9/2002;2938;8/9/2002;1162
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;8/16/2002;2920;8/16/2002;1162
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;8/23/2002;2926;8/23/2002;1162
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;8/30/2002;2930;8/30/2002;1162
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;9/6/2002;2926;9/6/2002;1162
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;9/13/2002;3059;9/13/2002;1162
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;9/20/2002;2927;9/20/2002;1162
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;9/27/2002;2984;9/27/2002;1162
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;10/4/2002;2972;10/4/2002;1162
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;10/11/2002;2955;10/11/2002;1162
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;10/18/2002;3106;10/18/2002;1162
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;10/25/2002;2911;10/25/2002;1162
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;11/1/2002;2942;11/1/2002;1162
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;11/8/2002;2943;11/8/2002;1162
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;11/15/2002;2964;11/15/2002;1162
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;11/22/2002;2969;11/22/2002;1162
RM2.1.2.2) RBI's claims on Commercial sector (Excluding NABARD) ;11/29/2002;3104;11/29/2002;1162
RM2.2) Net foreign exchange assets of RBI ;1/4/2002;233211;1/4/2002;1163
RM2.2) Net foreign exchange assets of RBI ;1/11/2002;236751;1/11/2002;1163
RM2.2) Net foreign exchange assets of RBI ;1/18/2002;237634;1/18/2002;1163
RM2.2) Net foreign exchange assets of RBI ;1/25/2002;238092;1/25/2002;1163
RM2.2) Net foreign exchange assets of RBI ;2/1/2002;240510;2/1/2002;1163
RM2.2) Net foreign exchange assets of RBI ;2/8/2002;242142;2/8/2002;1163
RM2.2) Net foreign exchange assets of RBI ;2/15/2002;244458;2/15/2002;1163
RM2.2) Net foreign exchange assets of RBI ;2/22/2002;245612;2/22/2002;1163
RM2.2) Net foreign exchange assets of RBI ;3/1/2002;247330;3/1/2002;1163
RM2.2) Net foreign exchange assets of RBI ;3/8/2002;250706;3/8/2002;1163
RM2.2) Net foreign exchange assets of RBI ;3/15/2002;254176;3/15/2002;1163
RM2.2) Net foreign exchange assets of RBI ;3/22/2002;259973;3/22/2002;1163
RM2.2) Net foreign exchange assets of RBI ;3/29/2002;264208;3/29/2002;1163
RM2.2) Net foreign exchange assets of RBI ;4/5/2002;266420;4/5/2002;1163
RM2.2) Net foreign exchange assets of RBI ;4/12/2002;267992;4/12/2002;1163
RM2.2) Net foreign exchange assets of RBI ;4/19/2002;269146;4/19/2002;1163
RM2.2) Net foreign exchange assets of RBI ;4/26/2002;270858;4/26/2002;1163
RM2.2) Net foreign exchange assets of RBI ;5/3/2002;272347;5/3/2002;1163
RM2.2) Net foreign exchange assets of RBI ;5/10/2002;272799;5/10/2002;1163
RM2.2) Net foreign exchange assets of RBI ;5/17/2002;272290;5/17/2002;1163
RM2.2) Net foreign exchange assets of RBI ;5/24/2002;273476;5/24/2002;1163
RM2.2) Net foreign exchange assets of RBI ;5/31/2002;275234;5/31/2002;1163
RM2.2) Net foreign exchange assets of RBI ;6/7/2002;276026;6/7/2002;1163
RM2.2) Net foreign exchange assets of RBI ;6/14/2002;277079;6/14/2002;1163
RM2.2) Net foreign exchange assets of RBI ;6/21/2002;279143;6/21/2002;1163
RM2.2) Net foreign exchange assets of RBI ;6/28/2002;283248;6/28/2002;1163
RM2.2) Net foreign exchange assets of RBI ;7/5/2002;283136;7/5/2002;1163
RM2.2) Net foreign exchange assets of RBI ;7/12/2002;286681;7/12/2002;1163
RM2.2) Net foreign exchange assets of RBI ;7/19/2002;290495;7/19/2002;1163
